图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,乌鸦-预测置信度,乌龟-预测置信度,仓鼠-预测置信度,企鹅-预测置信度,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,土狼-预测置信度,大猩猩-预测置信度,大象-预测置信度,奶牛-预测置信度,山羊-预测置信度,斑马-预测置信度,松鼠-预测置信度,毛毛虫-预测置信度,水母-预测置信度,水獭-预测置信度,河马-预测置信度,浣熊-预测置信度,海星-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,熊-预测置信度,熊猫-预测置信度,牛-预测置信度,牡蛎-预测置信度,犀牛-预测置信度,犀鸟-预测置信度,狐狸-预测置信度,狗-预测置信度,狮子-预测置信度,狼-预测置信度,猩猩-预测置信度,猪-预测置信度,猫-预测置信度,猫头鹰-预测置信度,獾-预测置信度,瓢虫-预测置信度,甲虫-预测置信度,章鱼-预测置信度,羊-预测置信度,羚羊-预测置信度,老虎-预测置信度,老鼠-预测置信度,考拉-预测置信度,苍蝇-预测置信度,蚊子-预测置信度,蚱蜢-预测置信度,蛇-预测置信度,蛾-预测置信度,蜂鸟-预测置信度,蜜蜂-预测置信度,蜥蜴-预测置信度,蜻蜓-预测置信度,蝙蝠-预测置信度,蝴蝶-预测置信度,蟑螂-预测置信度,蟹-预测置信度,袋熊-预测置信度,袋鼠-预测置信度,豪猪-预测置信度,豹-预测置信度,负鼠-预测置信度,野牛-预测置信度,野猪-预测置信度,金鱼-预测置信度,霍加皮-预测置信度,马-预测置信度,驯鹿-预测置信度,驴-预测置信度,鬣狗-预测置信度,鱿鱼-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸭-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹈鹕-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,鹰-预测置信度,鹿-预测置信度,麻雀-预测置信度,黑猩猩-预测置信度,鼠-预测置信度,龙虾-预测置信度
animals_split\val\乌鸦\94be0c5a37.jpg,0,乌鸦,0.0,乌鸦,30.0,犀鸟,83.0,鹰,1.0,0.9901029,2.5063073e-07,2.1011799e-07,2.2471827e-06,2.9861141e-05,6.109947e-07,0.00016012939,1.4643141e-06,6.1882696e-05,3.1462685e-05,2.4444287e-06,4.7278195e-06,2.277501e-07,1.2008394e-06,8.024005e-08,9.628838e-09,3.6008948e-06,2.5316515e-07,1.2735322e-05,4.748927e-08,1.9776753e-06,2.9581693e-07,2.3959822e-07,6.214693e-07,0.00013369287,2.050445e-06,3.5686367e-06,2.0977452e-06,8.410379e-09,1.2816486e-06,0.008086496,3.817996e-06,5.2011524e-06,7.3855944e-07,4.0208735e-07,1.0854283e-07,1.0703734e-06,1.4330668e-06,3.54929e-06,2.09693e-05,7.977876e-07,4.5997594e-06,1.07247985e-07,3.0226306e-07,2.3383432e-06,3.0773222e-08,2.3882365e-06,1.5662934e-07,2.865763e-06,7.728626e-09,1.1278986e-07,1.7733474e-07,2.764289e-07,3.3202816e-06,3.421452e-07,5.4178263e-06,1.448104e-07,1.3977681e-05,4.1201926e-07,5.303252e-07,1.1954204e-07,3.9546492e-07,1.7613343e-06,5.123236e-06,3.1646096e-07,3.910732e-05,2.4718515e-06,2.1601767e-05,1.700922e-07,1.7122351e-05,3.3046572e-06,3.0616143e-08,1.9382258e-06,1.5865628e-06,6.675712e-08,2.6538853e-08,1.5249709e-06,6.9434027e-06,0.00034822282,0.00024414074,3.5207613e-05,7.8365854e-05,1.3162127e-06,0.0004337933,1.2050405e-06,5.0665876e-06,2.1619964e-05,3.0054914e-06,2.7551547e-08
animals_split\val\乌鸦\96a3d9dbd7.jpg,0,乌鸦,0.0,乌鸦,30.0,犀鸟,86.0,黑猩猩,1.0,0.9660819,2.7866479e-06,5.0704983e-07,0.00016273963,3.533647e-05,2.028451e-06,0.00026275407,1.0321108e-07,6.9340946e-05,7.1108393e-06,0.0013372893,0.00022256559,1.6087632e-06,2.0111595e-06,3.763679e-07,2.9636522e-07,0.0004700993,9.217269e-06,1.8090977e-05,1.4357879e-07,6.4624633e-06,6.768398e-05,8.328323e-06,7.779411e-07,0.00043694308,8.441227e-05,1.7579787e-05,0.00032215196,1.1031984e-07,3.11866e-06,0.024308126,7.7534287e-07,4.022833e-05,4.7955273e-05,3.12118e-06,5.571217e-07,3.0782917e-07,1.04525e-06,1.9793875e-05,0.00022467943,8.4641846e-07,5.4090662e-05,1.314697e-06,9.952571e-07,1.3823333e-05,1.213634e-07,2.1234817e-05,4.4855477e-07,3.1084246e-06,2.5134216e-08,2.4385872e-07,2.2624981e-07,1.0911862e-07,1.9045406e-07,9.115812e-06,9.588914e-06,3.1844156e-08,5.0140816e-06,1.7299291e-06,6.1864266e-05,7.297133e-07,1.632719e-06,7.87999e-07,0.00015062386,3.5776281e-06,4.2322557e-05,0.0004337791,7.0740745e-05,4.48877e-07,1.443219e-05,7.56319e-05,8.575722e-06,5.259701e-06,1.0350848e-05,2.5311147e-07,2.609397e-07,3.070174e-05,2.6190406e-05,0.0013259146,1.9352505e-05,2.8240722e-05,4.4034123e-06,7.56619e-07,0.00080497906,2.612217e-06,0.00010276946,0.0023542498,1.5269183e-05,5.8755967e-07
animals_split\val\乌龟\0a47b7d021.jpg,1,乌龟,1.0,乌龟,55.0,蜥蜴,38.0,猫头鹰,1.0,1.637358e-07,0.9974482,6.0393168e-06,1.5724486e-07,5.975973e-06,1.7919664e-06,6.0581847e-06,2.0232785e-06,2.1274457e-07,4.1024563e-05,1.967861e-06,1.6026695e-06,2.109104e-06,1.3947897e-05,1.6821186e-05,3.9297065e-05,1.9301929e-06,0.00015658903,4.6707333e-07,7.6116276e-06,1.4243717e-06,7.750077e-05,1.8311808e-06,1.1515941e-06,5.9979353e-05,1.202028e-06,1.8813132e-06,0.00014349986,4.9689123e-05,7.916052e-05,1.0718066e-05,5.268652e-07,3.538509e-05,4.9456287e-07,6.488166e-07,3.7955867e-06,6.5818174e-05,2.1556962e-06,0.00027731713,0.00016006014,3.1366406e-05,7.982256e-05,3.2965813e-06,7.4565247e-07,1.3381652e-06,4.042545e-05,2.77456e-06,3.9006777e-06,6.042511e-05,2.0127138e-07,1.3091496e-05,1.9719537e-05,0.00013810185,3.8252844e-07,1.7857898e-05,0.000348939,7.806625e-07,1.5856234e-05,3.7361664e-05,4.53028e-06,0.00013660191,5.403439e-05,8.158345e-08,2.5425659e-06,2.0532158e-05,2.9083532e-05,9.1665015e-06,9.089835e-06,3.8169233e-06,5.8647795e-05,1.8985827e-05,3.8321238e-07,6.324053e-07,7.744931e-06,1.3366155e-06,3.6531836e-07,1.1205523e-06,1.3235512e-05,1.6141646e-06,1.16582405e-05,1.3095206e-05,7.932923e-06,5.5704504e-07,4.75268e-06,2.7052283e-06,1.1730576e-05,2.2091512e-05,1.3103894e-06,6.0579077e-06
animals_split\val\乌龟\27640f375d.jpg,1,乌龟,1.0,乌龟,51.0,蛇,55.0,蜥蜴,1.0,1.3477236e-07,0.9925006,1.3914283e-07,9.1131085e-07,2.6184796e-07,1.1140379e-07,8.1421354e-07,2.268645e-06,3.9884025e-08,1.1791602e-05,5.8668763e-07,1.5151745e-06,2.2432657e-07,2.726261e-06,6.2227045e-06,3.0023253e-07,2.2243552e-05,6.7251436e-05,4.6226056e-08,3.4508819e-06,1.0308813e-06,0.00059932546,1.2522748e-06,1.4759645e-07,1.1008627e-05,2.2515904e-07,2.4136293e-06,4.271548e-06,8.346206e-05,2.2225472e-06,1.06514835e-05,1.0944968e-07,1.1843827e-05,1.6119131e-07,9.291271e-07,6.135974e-09,9.938757e-05,6.157091e-08,2.7242688e-05,5.876749e-05,1.5070977e-07,4.4465296e-06,6.2810263e-06,2.3876342e-07,1.0347403e-06,3.880861e-07,1.346837e-07,2.1602398e-06,9.062736e-07,1.6140719e-08,5.67134e-06,0.0053877397,2.8967683e-05,2.3584485e-08,3.8278495e-07,0.0006623027,7.266514e-08,1.773747e-07,7.672744e-08,1.0521021e-06,3.8109018e-05,1.0563308e-06,5.252255e-08,4.2806374e-08,2.1086801e-07,2.4893868e-06,3.9779334e-08,1.0817606e-06,2.5923458e-07,1.9348538e-06,2.2674164e-06,5.774054e-08,6.4513114e-07,2.7730712e-07,1.4088764e-05,7.0006695e-07,0.00026455018,6.5198456e-06,7.3995307e-06,1.0004993e-06,7.5130183e-06,3.3115467e-07,2.1339191e-07,3.1790344e-06,1.2182312e-07,3.2139857e-07,4.6208384e-06,8.691805e-08,2.5922482e-06
animals_split\val\乌龟\28688a57a3.jpg,1,乌龟,1.0,乌龟,22.0,海马,42.0,章鱼,1.0,3.8711858e-07,0.97406954,1.2081142e-07,3.7030873e-06,2.5474185e-06,5.2277335e-07,2.9055416e-06,1.7020983e-07,1.01819126e-07,2.8315071e-05,1.5909383e-06,1.8707946e-07,1.250437e-05,3.4022865e-05,2.3435525e-05,6.463392e-05,6.2702544e-05,1.012572e-05,1.5348665e-07,0.00021926766,5.577209e-05,0.000118288386,0.014331145,9.592678e-07,3.911583e-06,8.856438e-06,6.18987e-06,1.0141782e-05,2.9213372e-06,1.4971441e-05,1.5353087e-05,1.4056184e-07,1.0411149e-07,1.766751e-06,1.3280331e-06,2.243222e-07,3.0740026e-07,3.871736e-07,7.03904e-05,3.122529e-06,3.7213833e-06,1.4357128e-05,0.0074007246,6.715268e-06,1.3457254e-06,3.0536826e-06,5.7427684e-07,2.9337825e-05,5.845595e-07,1.9616803e-06,2.9458268e-05,0.0003403739,1.338562e-05,1.4996682e-06,8.057921e-06,0.00029047244,4.775289e-06,1.5650457e-06,4.906381e-07,1.0858965e-06,0.00065254915,5.5493916e-07,2.87338e-07,1.3292458e-06,0.0001633085,2.1121187e-07,8.3984805e-06,2.1947494e-06,2.0140931e-05,1.605083e-07,9.3391054e-07,1.3785832e-06,1.6886697e-06,6.125331e-07,0.00058476615,0.00015340435,0.0008800198,5.7040343e-06,4.0217337e-06,1.2455793e-06,7.281732e-06,5.245635e-06,7.744805e-07,2.1779617e-05,2.0046086e-06,1.0048267e-06,7.433634e-06,7.8409165e-08,0.00013466344
animals_split\val\乌龟\30bc9c0c6b.jpg,1,乌龟,1.0,乌龟,74.0,鱿鱼,15.0,水母,1.0,8.759415e-07,0.99583936,5.655679e-06,2.461992e-07,4.53639e-06,8.608642e-07,1.4723487e-06,1.382881e-06,9.818896e-09,1.9929655e-06,3.4001537e-06,2.525281e-06,8.1114706e-07,1.2060019e-05,1.04943565e-05,0.0007413216,7.051688e-06,1.5192265e-06,7.0567e-08,0.00017014336,3.2975055e-05,2.0395846e-05,1.2193431e-05,7.3462934e-06,3.2075097e-06,3.494786e-06,2.9305858e-07,5.2156323e-05,8.991712e-06,4.3869542e-07,8.295776e-06,8.492751e-07,4.969665e-06,2.6562294e-08,9.167488e-07,8.378185e-08,3.5202328e-07,5.2048296e-07,5.6972032e-05,1.1322076e-06,5.1774387e-05,3.0963386e-06,0.00025289328,9.4597857e-07,5.592073e-07,7.1386734e-07,2.0975046e-06,1.3433306e-07,8.606647e-05,1.7626724e-05,8.220047e-06,4.4662072e-05,0.0004733715,6.9961214e-05,5.8589644e-06,3.056519e-05,5.1542098e-05,5.796153e-06,5.4537933e-05,7.63571e-06,0.0001285459,3.9462768e-07,3.8598057e-07,3.093589e-07,7.0276764e-07,1.0331207e-06,6.968513e-07,1.0616783e-07,6.2058796e-05,8.795687e-07,1.3367244e-06,1.6842642e-06,1.3628985e-05,6.2547554e-07,0.0008616384,0.00018996726,0.00034691708,2.3474531e-05,3.2573964e-06,1.5091394e-05,7.888208e-05,9.00704e-06,1.4044956e-05,4.029162e-06,7.2035397e-07,3.6844966e-05,3.610359e-07,2.616846e-07,1.3681923e-05
animals_split\val\乌龟\4af5dd39a0.jpg,1,乌龟,1.0,乌龟,74.0,鱿鱼,68.0,金鱼,1.0,3.671552e-09,0.99440986,6.415648e-07,1.0646464e-06,1.0971238e-06,4.2248104e-07,1.7124106e-07,4.767118e-09,6.26245e-08,2.3573439e-07,9.451298e-07,4.481243e-06,2.4284577e-06,1.56547e-05,7.410525e-05,0.00021153627,5.933419e-07,4.6883036e-07,2.892076e-09,0.00010278403,0.00010606698,0.000386993,1.556492e-05,2.4988874e-06,2.3995275e-07,8.3840334e-08,7.240973e-07,5.6010895e-06,9.810363e-08,5.6347966e-07,5.0084263e-06,3.1014565e-08,9.984293e-07,7.768436e-09,7.138841e-09,4.350579e-06,9.235445e-06,3.133775e-06,1.7963786e-05,1.6438192e-06,3.9670823e-07,1.6437839e-07,0.00035457025,2.3560649e-07,5.686112e-07,1.820178e-07,5.156551e-08,3.2695052e-06,1.9213218e-07,7.549995e-08,4.97862e-06,0.0002029389,3.0319223e-05,2.2083805e-05,2.2264703e-06,8.667971e-05,1.2107691e-05,1.6279009e-07,2.9930707e-06,2.0723734e-08,8.583898e-07,8.989329e-09,7.610372e-08,2.2741618e-07,5.378622e-07,8.623352e-08,2.9760328e-08,3.659277e-08,0.0011609602,2.56438e-08,3.4246233e-07,8.0490786e-08,3.1523453e-07,1.515033e-08,0.0023292804,8.1608574e-05,0.00019794161,3.8990394e-05,1.843885e-05,3.5095743e-06,1.02463655e-05,3.0286974e-05,1.0164925e-06,1.0094352e-05,4.3906783e-07,2.9512864e-07,1.8707628e-06,5.6839138e-08,6.189452e-07
animals_split\val\乌龟\5f55c9ee6c.jpg,1,乌龟,1.0,乌龟,42.0,章鱼,55.0,蜥蜴,1.0,6.3060555e-12,0.9999962,6.743448e-11,2.3784466e-11,7.33409e-10,5.5249614e-11,3.2379308e-11,3.514365e-11,7.597725e-12,1.5900028e-07,4.042368e-09,1.1649417e-09,2.762045e-09,4.9779132e-08,1.8811251e-08,3.0120193e-09,2.9081578e-08,2.1283388e-07,9.818899e-12,8.758567e-08,2.306657e-09,4.2617287e-07,1.1226805e-07,2.5184116e-10,7.3328064e-09,3.0598952e-09,1.4565056e-10,5.4924376e-09,2.19618e-09,4.5681767e-10,1.2025589e-08,1.838797e-12,1.33381555e-08,6.1251154e-10,9.8342124e-12,2.9357268e-09,7.348401e-10,6.559015e-11,1.9343977e-07,1.7648562e-08,7.576835e-10,1.6766203e-09,7.461242e-07,2.2415972e-10,4.8319093e-10,2.359367e-10,2.1613057e-10,2.1920759e-08,2.0529133e-10,9.1119756e-10,6.539787e-08,4.2361438e-07,1.04726794e-07,2.1034334e-10,1.3859173e-08,5.9334707e-07,5.992924e-10,7.7567765e-11,5.3814675e-10,5.2795683e-09,5.343048e-08,1.39446e-09,7.4339396e-11,7.1358947e-11,7.221914e-10,1.3793258e-10,5.0501616e-09,6.2015705e-11,2.2765425e-09,2.206331e-10,7.4647044e-10,2.3670882e-10,2.1382953e-09,1.7016002e-10,3.4472234e-07,5.292249e-10,4.164107e-08,5.4094546e-08,1.5698018e-10,7.3515966e-10,1.7384085e-09,9.049714e-09,2.8626315e-10,3.24536e-09,8.083313e-11,1.6486068e-09,1.3606937e-08,2.5975755e-11,2.9829888e-08
animals_split\val\乌龟\6077c9a4c3.jpg,1,乌龟,1.0,乌龟,52.0,蛾,24.0,火鸡,1.0,1.0306715e-05,0.9808899,3.4500016e-07,1.5705659e-07,7.881021e-06,2.188693e-06,2.2838735e-06,6.423606e-07,5.4458803e-07,3.885418e-06,2.4691312e-06,1.3852083e-05,0.0008603477,4.8959413e-05,0.0001755022,6.5053937e-06,7.309664e-06,0.00017967148,2.3022515e-06,2.914392e-05,5.9163995e-07,5.3822292e-05,5.924892e-05,6.0538616e-07,0.0024789772,1.307651e-05,1.5764378e-07,0.00088318053,1.429613e-05,1.3144026e-05,5.347163e-05,8.494923e-08,1.1904106e-05,1.9190908e-07,1.5102906e-07,1.6164621e-07,1.204421e-05,8.543002e-06,0.0014265038,0.0002859185,2.9037605e-05,0.0014945256,0.0013638323,5.5487358e-06,1.9175981e-07,7.714717e-07,2.8201534e-06,1.3494627e-05,0.00015270394,9.921016e-06,6.550794e-05,1.867432e-05,0.005967349,9.615824e-06,5.028352e-05,0.0011254766,8.556444e-07,0.00010707823,0.00017836748,2.570635e-05,2.2647855e-05,5.7147367e-06,1.0023354e-07,3.897792e-06,0.00010119629,7.34241e-06,6.720947e-06,4.3364387e-05,9.481328e-06,1.0649103e-06,2.5467032e-06,4.1469307e-06,9.79694e-07,1.2390867e-05,0.00017343754,5.638521e-07,9.556551e-05,6.328633e-05,1.9374565e-05,2.6919679e-05,4.2260203e-06,0.0011600347,7.256363e-06,2.7167112e-05,1.2694443e-06,7.121749e-06,6.670095e-06,8.318442e-07,2.5570096e-06
animals_split\val\乌龟\60dd7b36c4.jpg,1,乌龟,1.0,乌龟,55.0,蜥蜴,21.0,海豹,1.0,1.1556246e-05,0.9411974,4.2813588e-07,8.297351e-07,1.5386219e-07,9.071345e-06,6.3629072e-06,6.4651954e-07,1.6553802e-06,0.00032499447,2.7090505e-07,3.8503703e-07,4.1277497e-05,9.464379e-06,8.226652e-05,2.8393586e-07,5.995942e-06,0.00057359115,7.368178e-07,2.700456e-05,6.3244397e-07,0.0005906582,0.00036424224,2.363e-07,0.000118833224,7.371945e-07,2.693076e-06,1.3764001e-05,1.7284088e-05,0.00039720512,6.0078823e-06,1.8342716e-07,2.1174917e-06,1.2389448e-07,1.1216406e-06,2.507206e-06,3.7252437e-05,2.84955e-07,0.00046083238,0.00025147828,1.4424445e-06,5.710038e-05,0.000355298,2.4741674e-05,4.940481e-07,8.114037e-07,5.133203e-07,0.00013041982,3.6185203e-05,7.8530326e-07,8.536948e-05,9.1156304e-05,3.1541465e-05,1.0287393e-06,4.2697197e-06,0.053829204,2.5124646e-06,3.0182052e-06,1.4199285e-06,4.5292686e-06,1.4518693e-06,5.6794215e-06,1.3845486e-06,9.30244e-06,1.0599259e-05,2.0636326e-06,3.50501e-05,1.27469e-06,9.017648e-07,2.215395e-06,1.113883e-05,7.289069e-07,3.2787048e-07,2.4862256e-05,4.7977577e-05,9.1500546e-08,8.2303326e-05,1.15738e-06,0.0001689908,1.4034567e-06,4.5382367e-06,0.00033006773,2.2536597e-07,1.0908664e-05,1.2466892e-07,3.8047813e-06,5.1566594e-06,2.0132215e-06,9.955534e-06
animals_split\val\乌龟\6ab932353f.jpg,1,乌龟,1.0,乌龟,88.0,龙虾,19.0,海星,1.0,0.0005559627,0.5367347,8.220016e-06,0.00025856684,3.756386e-05,0.00022619225,4.7484802e-05,3.0751613e-05,0.0008811934,0.0004215322,9.11012e-06,1.2378838e-05,0.00012821043,0.00062224735,0.0051948912,0.00022436888,0.0019050993,0.01970572,0.00029767194,0.06244058,0.0014985173,0.00290789,0.0066202367,3.66353e-05,0.001314839,0.00023400396,6.4544416e-05,0.0006840342,0.015930176,0.007269334,0.0063311923,1.7405826e-05,2.7738191e-05,1.9737522e-06,0.00018234606,3.876883e-05,0.02086457,2.0802133e-06,0.001114901,0.0044792155,5.8455564e-05,0.012214568,0.050708577,1.5652704e-05,2.0620959e-07,2.7484768e-05,4.909381e-05,7.276953e-05,0.00029888403,5.0145286e-07,0.00011814228,0.016626798,0.0005385611,1.0839722e-06,5.026738e-07,0.003829826,5.3668828e-06,0.00014529061,0.0003667858,6.796139e-05,0.011018811,0.003783828,6.4772903e-06,0.0012162859,2.1515472e-05,0.004047638,3.8661834e-05,0.00032581994,6.909169e-05,0.0010311621,0.00021782983,1.9331645e-05,2.472918e-05,5.564795e-06,0.02694962,0.00058169,0.011678821,0.0020032462,0.017742524,6.620587e-05,0.00060608203,0.000384017,1.3034637e-06,5.2622778e-05,3.746297e-05,5.3753038e-06,0.0007047612,0.0015183983,0.13133176
animals_split\val\乌龟\8eb51cf950.jpg,1,乌龟,1.0,乌龟,15.0,水母,60.0,蟹,1.0,9.132383e-09,0.99663466,1.5195157e-07,1.9723494e-07,8.614277e-07,1.6046224e-07,1.8614902e-07,8.17812e-08,1.9183112e-10,2.6471914e-06,6.4388985e-07,5.030762e-07,2.6162698e-07,3.7047653e-06,9.007011e-07,0.0008492574,9.248029e-07,8.394649e-05,3.6582959e-09,0.00018781176,7.6063257e-06,5.5409204e-05,0.00024561895,1.0901498e-06,1.871578e-05,5.5749115e-07,1.2409451e-07,8.1627e-06,2.4713314e-05,4.801174e-07,8.496806e-06,3.794716e-08,4.2918583e-07,1.3477186e-08,7.2042376e-08,3.663437e-08,2.801053e-05,1.1782693e-07,1.6296259e-05,5.0059567e-05,1.1934036e-06,5.749161e-06,0.00024674044,1.7963388e-06,1.1632657e-07,5.633463e-08,7.119005e-07,7.48784e-07,1.2397067e-05,2.5478812e-07,6.791309e-06,6.816372e-05,2.8091801e-05,1.4007524e-06,4.0579835e-06,6.404866e-05,4.647322e-06,1.148355e-06,2.2327363e-07,3.6368872e-06,0.00059390714,3.3672214e-07,4.759404e-08,4.2671834e-07,5.3867296e-07,1.5601981e-06,1.8405159e-07,5.9951205e-08,8.382869e-06,1.16961075e-07,7.160472e-07,3.0141467e-07,5.87604e-07,6.984584e-08,0.0005701884,8.016019e-06,2.020203e-05,8.1082035e-06,1.2968216e-06,1.8403729e-06,2.9338871e-06,4.4253297e-06,2.7427478e-07,2.1815391e-07,2.1109508e-07,2.4391898e-07,1.1120286e-06,3.1960153e-07,8.8568224e-05
animals_split\val\乌龟\91fee2727d.jpg,1,乌龟,1.0,乌龟,55.0,蜥蜴,83.0,鹰,1.0,2.1539374e-05,0.9886545,1.2302476e-06,7.3257996e-07,4.6949253e-06,5.8816363e-07,6.139054e-06,2.0966029e-06,2.3663954e-07,7.9271165e-05,7.1806056e-07,8.53064e-06,1.8723424e-05,6.795732e-05,5.9956623e-05,2.1649777e-05,0.00010302285,1.4707527e-05,1.3055303e-06,1.5261865e-05,2.5887446e-06,0.00023877445,1.7490991e-05,1.3522753e-06,0.00087412307,2.4739788e-06,8.038319e-08,5.1467745e-05,0.0003224628,9.915243e-06,0.00019098911,3.5524613e-07,1.6864731e-06,2.0263944e-06,3.529835e-07,5.1463866e-07,2.1602682e-06,4.073459e-06,0.0020445006,1.0227634e-05,1.0948457e-06,0.0001809125,7.296564e-05,2.8577829e-06,2.1436285e-06,1.3037313e-06,8.0749005e-06,7.2361822e-06,0.00013881405,4.9218825e-06,0.00018131097,2.5993637e-05,0.0007286506,1.8661423e-05,6.086876e-05,0.0021878018,1.0590212e-05,0.0001523173,3.671764e-05,1.4746488e-05,9.061559e-05,1.6346451e-06,3.713349e-07,4.020366e-06,1.8944248e-06,9.4158196e-07,1.9699633e-06,1.5712374e-06,6.640918e-05,2.0201107e-07,1.0981754e-06,7.721152e-06,4.088252e-06,2.478092e-06,3.6681977e-05,1.8415838e-05,7.8321995e-05,7.476218e-05,0.000108814136,0.00020781973,0.00013073396,9.4913805e-05,1.827331e-05,0.002180402,2.3087105e-06,0.00013793135,2.142583e-05,1.7813505e-06,3.850936e-06
animals_split\val\乌龟\95eeff3b04.jpg,1,乌龟,1.0,乌龟,76.0,鲸鱼,20.0,海豚,1.0,5.52184e-05,0.5028005,1.081758e-06,0.00075879594,2.02656e-06,1.3676372e-06,1.4617305e-05,1.01554e-05,3.3517054e-07,6.986044e-06,7.001982e-05,9.297112e-06,6.8540743e-07,5.6569606e-05,0.00011038611,0.001607923,4.7474074e-05,0.00011032127,8.2787765e-06,0.0003244858,0.17240623,0.0007136414,0.0002391194,8.226768e-06,6.712869e-07,0.000119019045,3.6501486e-05,0.00040856475,9.25722e-06,4.3574753e-05,0.00045962573,6.286048e-07,2.6253301e-05,6.63958e-07,2.4571345e-05,2.4543968e-07,2.9718049e-06,5.3805097e-06,2.480268e-05,5.322501e-05,0.00096781366,0.0041320897,0.0006794393,4.483985e-06,7.6595995e-07,6.1070887e-06,8.63016e-06,2.1230686e-05,0.00060848345,8.072454e-05,0.0001065624,3.496288e-05,0.00011359054,0.00015755271,0.0002409953,2.6052576e-05,0.00011243217,3.0326115e-05,5.9714774e-05,0.00020167766,0.002154274,1.1675496e-06,1.6393814e-06,2.3343422e-05,6.465651e-06,3.3621774e-05,1.1417011e-05,1.9490444e-06,0.001161624,1.4356464e-06,5.0369617e-06,1.3302927e-05,8.80445e-05,1.4690788e-05,0.0044175484,0.06997972,0.23223595,0.00036965177,0.00011150596,1.41200035e-05,0.00057321927,6.1648774e-05,5.137527e-06,7.825129e-05,2.1513265e-06,9.506221e-06,6.8046706e-06,6.414796e-06,0.00043703022
animals_split\val\仓鼠\03a3344ac2.jpg,2,仓鼠,2.0,仓鼠,46.0,老鼠,87.0,鼠,1.0,4.3874714e-08,8.702265e-07,0.9653931,1.1259473e-06,0.00055782683,0.00013473474,7.729244e-07,1.8197786e-06,7.27384e-08,3.7072272e-07,1.1781796e-05,1.6882199e-05,1.1682304e-06,0.00089513604,1.8258464e-05,1.3153915e-05,7.190929e-06,3.7894813e-07,1.4117663e-05,0.00035846644,2.5279442e-06,1.3153193e-06,2.892527e-05,4.222239e-05,3.677451e-07,5.694217e-07,3.3057995e-07,5.5364753e-06,1.776378e-06,4.545908e-07,1.1171874e-06,0.00020394787,4.419027e-05,3.872229e-06,1.1902965e-07,1.1221761e-06,1.6743856e-05,0.0038163268,3.868479e-06,1.659289e-07,3.0507386e-05,9.755727e-07,1.7054832e-05,3.4144257e-06,0.00012978772,5.2367307e-07,0.014102539,1.8116307e-07,9.209433e-06,1.6692127e-06,4.547035e-07,9.768095e-06,9.536496e-06,1.01155665e-05,1.0178195e-05,1.678557e-05,7.049181e-06,1.1168076e-05,1.8186347e-05,1.7218297e-06,5.2416203e-06,8.25607e-06,1.1476412e-06,1.8424216e-05,4.816492e-07,0.00039535726,6.5166137e-07,1.0450583e-07,0.0003908664,4.092162e-07,1.454171e-05,6.247298e-07,1.0518008e-06,1.01441714e-07,4.3553378e-06,2.041781e-06,9.556538e-07,0.0010664847,7.5295707e-06,8.466225e-06,5.549858e-07,4.2360257e-06,3.1515426e-06,7.4334785e-06,4.489147e-07,4.100303e-07,6.642466e-08,0.01206066,2.2454064e-06
animals_split\val\仓鼠\0b7144c9b4.jpg,2,仓鼠,2.0,仓鼠,13.0,松鼠,25.0,熊,1.0,1.899143e-05,0.0013329191,0.384201,0.00024607798,0.0052321833,0.013473497,0.00037030524,0.009076462,0.00014362475,2.593631e-05,0.007532169,0.004396303,5.3579362e-05,0.2013866,0.0029693025,3.47499e-05,0.009188924,0.0008831003,0.026479993,0.00029273896,4.19694e-06,3.8386654e-05,0.0009091069,7.416608e-05,0.00061923504,0.07884561,0.02733496,7.34594e-05,8.50766e-05,2.9426863e-06,0.002729167,0.014876116,0.022152256,0.01259686,0.0032644887,0.0005863772,0.00089825515,0.0038155296,0.00022942638,0.0117994305,0.0021163027,0.0002875136,0.00043688164,0.0005380638,0.0027228394,0.015264086,0.022675527,0.005685036,0.00023266248,2.6496402e-05,0.00027919203,0.0011359752,0.0006100959,0.00013787636,0.0047077904,0.00023568132,0.00062849495,0.0018089323,0.00012355714,0.00036810915,0.00064497563,0.005947086,0.00012417638,0.0040491647,0.0011381146,0.02776153,0.00024862064,0.00074539083,0.0001436723,0.005652361,0.00013842205,0.00023022045,0.00032639672,0.00042811668,3.7141028e-05,8.80269e-06,1.4867323e-06,0.017815454,0.000150698,0.0005429354,0.00071663037,0.00014796473,4.832577e-05,0.0004691613,0.0005872968,0.00032377546,0.0028977287,0.019763786,0.0006159298
